Timestamp, Object, Interactable, Position_x, Position_y, Position_y, Rotation_x, Rotation_x, Rotation_x, Scale_x, Scale_y, Scale_z
7.166243, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.411505, -0.26, 0.028858, -6.542465E-09, -0.9557666, -2.348486E-09, 0.495389, 0.495389, 0.495389
7.176445, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.415431, -0.255165, 0.02577087, 0.0072945, -0.9583967, -0.00828465, 0.495389, 0.495389, 0.495389
7.190509, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.419009, -0.2507456, 0.02283551, 0.01348747, -0.9607354, -0.01639735, 0.495389, 0.495389, 0.495389
7.205155, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.422757, -0.2521105, 0.02176772, 0.0156411, -0.9624401, -0.006243864, 0.495389, 0.495389, 0.495389
7.218506, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.426386, -0.2526836, 0.02060766, 0.01790645, -0.9641005, 0.0008690588, 0.495389, 0.495389, 0.495389
7.231683, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.428212, -0.253429, 0.02225552, 0.0198829, -0.9649889, 0.008687163, 0.495389, 0.495389, 0.495389
7.246371, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.430088, -0.2537262, 0.02370501, 0.02192929, -0.9659422, 0.01471959, 0.495389, 0.495389, 0.495389
7.260361, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.432023, -0.2537226, 0.02502968, 0.02406454, -0.9669595, 0.0196223, 0.495389, 0.495389, 0.495389
7.27424, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.434038, -0.2535061, 0.02629936, 0.02632672, -0.9680474, 0.02382265, 0.495389, 0.495389, 0.495389
7.28721, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.435112, -0.2551882, 0.02814906, 0.0271373, -0.9687449, 0.0320196, 0.495389, 0.495389, 0.495389
7.301447, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.436286, -0.2565521, 0.02992417, 0.02813328, -0.9694653, 0.03933626, 0.495389, 0.495389, 0.495389
7.315197, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.437034, -0.2568492, 0.03218877, 0.02819122, -0.9703671, 0.04180327, 0.495389, 0.495389, 0.495389
7.328298, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.438025, -0.2570445, 0.03452359, 0.02847995, -0.971406, 0.04425246, 0.495389, 0.495389, 0.495389
7.342828, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.439204, -0.2571343, 0.03692096, 0.02898058, -0.9725429, 0.04663464, 0.495389, 0.495389, 0.495389
7.356715, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.440523, -0.2571206, 0.03938492, 0.02966997, -0.9737473, 0.04893041, 0.495389, 0.495389, 0.495389
7.37036, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.440409, -0.2555994, 0.04008513, 0.03279493, -0.9738634, 0.04761977, 0.495389, 0.495389, 0.495389
7.385113, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.440446, -0.2542549, 0.04093507, 0.03553581, -0.9740924, 0.04663681, 0.495389, 0.495389, 0.495389
7.398691, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.442671, -0.2519483, 0.04395571, 0.04257639, -0.9752283, 0.04786963, 0.495389, 0.495389, 0.495389
7.411929, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.444741, -0.2497981, 0.04690061, 0.04898304, -0.9762527, 0.04900909, 0.495389, 0.495389, 0.495389
7.426867, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.446728, -0.2477217, 0.04984218, 0.05503661, -0.9772031, 0.05009997, 0.495389, 0.495389, 0.495389
7.440429, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.450116, -0.2442282, 0.05484946, 0.06204664, -0.9789639, 0.04737516, 0.495389, 0.495389, 0.495389
7.453937, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.453123, -0.2410729, 0.05978684, 0.06830394, -0.9803987, 0.04512525, 0.495389, 0.495389, 0.495389
7.467732, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.455925, -0.2380795, 0.0648084, 0.07417006, -0.9816261, 0.04315584, 0.495389, 0.495389, 0.495389
7.481549, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.458279, -0.2361215, 0.06989461, 0.08235357, -0.9819021, 0.0476343, 0.495389, 0.495389, 0.495389
7.495903, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.46067, -0.2340344, 0.07520095, 0.09063597, -0.9821048, 0.05194648, 0.495389, 0.495389, 0.495389
7.509309, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.463283, -0.2316123, 0.08100255, 0.09976882, -0.9822304, 0.05646209, 0.495389, 0.495389, 0.495389
7.523524, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.467489, -0.2294419, 0.0904801, 0.1089804, -0.9826321, 0.0623479, 0.495389, 0.495389, 0.495389
7.537723, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.471364, -0.2273307, 0.09990729, 0.1175364, -0.9827828, 0.0676369, 0.495389, 0.495389, 0.495389
7.550997, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.475009, -0.2252126, 0.1092578, 0.1257489, -0.9827266, 0.07257278, 0.495389, 0.495389, 0.495389
7.566094, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.47953, -0.2257838, 0.1216117, 0.1325904, -0.9816353, 0.09237733, 0.495389, 0.495389, 0.495389
7.580059, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.483818, -0.2259432, 0.1339196, 0.1393708, -0.9800291, 0.1110745, 0.495389, 0.495389, 0.495389
7.593779, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.487867, -0.2257484, 0.1460648, 0.1460741, -0.9779598, 0.1288265, 0.495389, 0.495389, 0.495389
7.606761, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.490071, -0.2261401, 0.1551482, 0.1538676, -0.9746149, 0.1469485, 0.495389, 0.495389, 0.495389
7.621362, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.492428, -0.2262113, 0.1644859, 0.1623519, -0.9705881, 0.1661627, 0.495389, 0.495389, 0.495389
7.635462, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.493729, -0.2260709, 0.1702379, 0.1634053, -0.9700837, 0.1682561, 0.495389, 0.495389, 0.495389
7.649024, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.495114, -0.2258094, 0.1760999, 0.164873, -0.9694597, 0.1708229, 0.495389, 0.495389, 0.495389
7.663413, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.496577, -0.2254359, 0.1820958, 0.1667119, -0.9687193, 0.1738182, 0.495389, 0.495389, 0.495389
7.676857, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.49809, -0.2249686, 0.1881421, 0.168836, -0.9678827, 0.1771281, 0.495389, 0.495389, 0.495389
7.690061, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.495661, -0.2296394, 0.1858988, 0.1612128, -0.9686045, 0.1737887, 0.495389, 0.495389, 0.495389
