Timestamp, TPHotspot, HMD_x, HMD_y, MHD_z, Duration, WasTP
12.41107, TP_Moda, 4.483, 0, 9.55, 0.1241236, False
12.88498, TP_Juguetes, 4.483, 0, 9.55, 0.3882303, False
14.17961, TP_Juguetes, 4.035574, 0.381004, 6.475712, 0.6261292, True
16.19875, TP_Moda, 4.035574, 0.381004, 6.475712, 1.893557, False
17.95198, TP_Moda, 3.793166, 0.3810023, 2.547627, 1.057051, True
18.35628, TP_Alimentacion_2, 3.793166, 0.3810023, 2.547627, 0.2904892, False
18.85782, TP_Alimentacion_2, 3.793166, 0.3810023, 2.547627, 0.3900185, False
18.95491, TP_Alimentacion_3, 3.793166, 0.3810023, 2.547627, 0.09709549, False
20.05639, TP_Alimentacion_2, 3.627872, 0.3810014, -0.3627051, 0.5303288, True
20.65334, TP_Alimentacion_3, 3.627872, 0.3810014, -0.3627051, 0.1664734, False
22.03194, TP_Null, 3.627872, 0.3810014, -0.3627051, 1.28089, False
23.74589, TP_Null, 3.627872, 0.3810014, -0.3627051, 1.282206, False
24.10629, TP_Null, 1.954334, 0.3810036, -5.887371, 0.2506485, True
35.42617, TP_Alimentacion_3, 3.073786, 0.3810022, -2.030135, 1.184624, True
36.16336, TP_Moda, 3.073786, 0.3810022, -2.030135, 0.7242088, False
36.77543, TP_Alimentacion, 3.073786, 0.3810022, -2.030135, 0.1262169, False
36.92788, TP_Alimentacion, 3.073786, 0.3810022, -2.030135, 0.08311844, False
37.94463, TP_Alimentacion, 3.073786, 0.3810022, -2.030135, 0.6132164, False
38.59979, TP_Alimentacion_2, 3.073786, 0.3810022, -2.030135, 2.64629, False
39.7821, TP_Moda, 4.626179, 0.3809968, 4.53795, 1.336411, True
41.258, TP_Juguetes, 5.244313, 0.3810011, 7.332055, 1.461128, True
44.55694, TP_Juguetes, 5.244313, 0.3810011, 7.332055, 1.36478, False
46.3396, TP_Juguetes, 5.110412, 0.3809986, 8.139912, 1.685307, True
47.07744, TP_Juguetes, 5.110412, 0.3809986, 8.139912, 0.1949959, False
48.34348, TP_Juguetes, 5.110412, 0.3809986, 8.139912, 1.252777, False
55.2649, TP_Juguetes, 5.110412, 0.3809986, 8.139912, 0.08470154, False
63.70044, TP_MedioNull, 5.110412, 0.3809986, 8.139912, 0.08364105, False
64.66113, TP_MedioNull, 5.110412, 0.3809986, 8.139912, 0.8626938, False
64.89806, TP_MedioNull, -0.5089727, 0.3810038, 5.683933, 0.05462646, True
65.00839, TP_Decoracion_2, -0.5089727, 0.3810038, 5.683933, 0.08270264, False
65.31545, TP_Decoracion, -0.5089727, 0.3810038, 5.683933, 0.4030533, False
65.45636, TP_Decoracion_2, -0.5089727, 0.3810038, 5.683933, 0.1409073, False
66.27649, TP_Decoracion_3, -0.5089727, 0.3810038, 5.683933, 1.184425, False
66.60944, TP_Decoracion_3, -0.5089727, 0.3810038, 5.683933, 0.04160309, False
66.65285, TP_Decoracion_3, -0.5089727, 0.3810038, 5.683933, 0.02883148, False
69.04657, TP_Decoracion, -5.265088, 0.3810019, 5.125997, 3.31395, True
75.63258, TP_Decoracion_2, -5.265088, 0.3810019, 5.125997, 4.275017, False
76.27127, TP_Decoracion_2, -5.265088, 0.3810019, 5.125997, 0.4035721, False
76.75907, TP_Decoracion_2, -5.265088, 0.3810019, 5.125997, 0.2908401, False
77.69212, TP_Decoracion_2, -5.265088, 0.3810019, 5.125997, 0.3759537, False
86.71343, TP_Decoracion, -4.116601, 0.3810018, 5.084004, 0.9051819, True
87.42316, TP_Decoracion_3, -4.116601, 0.3810018, 5.084004, 0.05348969, False
97.34975, TP_Decoracion, -4.116601, 0.3810018, 5.084004, 0.02748871, False
97.68426, TP_Decoracion, -4.116601, 0.3810018, 5.084004, 0.1245117, False
99.49469, TP_MedioNull, -4.116601, 0.3810018, 5.084004, 0.3203125, False
101.5554, TP_MedioNull, -4.116601, 0.3810018, 5.084004, 0.6833191, False
102.7099, TP_MedioNull, 0.01358384, 0.381005, 5.130314, 0.6656647, True
103.1562, TP_Moda, 0.01358384, 0.381005, 5.130314, 0.4321671, False
105.0218, TP_Moda, 4.185852, 0.3809991, 3.818798, 1.058006, True
109.3791, TP_Moda, 6.160126, 0.3810044, 2.064404, 3.382721, True
125.0122, TP_Moda, 6.160126, 0.3810044, 2.064404, 0.04064941, False
126.0849, TP_Moda, 4.687773, 0.3809963, 4.521475, 0.5845261, True
127.7976, TP_Juguetes, 4.323379, 0.381001, 7.351174, 0.891922, True
132.8654, TP_Moda, 4.323379, 0.381001, 7.351174, 0.4591675, False
134.3689, TP_Juguetes, 4.323379, 0.381001, 7.351174, 1.154388, False
138.5316, TP_Juguetes, 5.407382, 0.3810023, 7.007791, 0.8488007, True
