Timestamp, Object Name, Section, Collision Duration, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z
37.59006, cascos, Tecnologia, 0.598381, 0.06977594, 1.649246, 0.1161508, 0.2716071, -0.527626, -0.07814312, 0.03485888, 1.655577, 0.1706094, 0.2631012, -0.5534412, -0.07139862
37.70038, buds, Tecnologia, 0.01442337, 0.05155087, 1.651336, 0.1343879, 0.1941693, -0.5865769, -0.09264226, 0.01280445, 1.656985, 0.1862702, 0.1870134, -0.6096674, -0.08821537
42.73505, cascos, Tecnologia, 0.02290344, 0.0459187, 1.670242, 0.1404209, -0.09531616, 0.8825349, -0.001519175, -0.008466244, 1.674621, 0.1757486, -0.08766144, 0.8952019, -0.003020875
47.64861, Maniquines, Moda, 0.03417969, 0.2064281, 1.617664, 0.1013451, 0.07356809, 0.989081, -0.07987899, 0.1415963, 1.619344, 0.1057014, 0.08876878, 0.9853915, -0.07333171
47.75189, Bolso, Moda, 0.1032791, 0.2095561, 1.664205, 0.1298151, 0.1120713, 0.9659088, -0.09085751, 0.144752, 1.665852, 0.1250396, 0.1274026, 0.9584687, -0.08321472
51.87286, octopus_teddy, Juguetes, 0.1249771, -0.3031197, 1.664357, 0.2019982, 0.1490753, 0.2900127, -0.1030855, -0.2905869, 1.670329, 0.2654986, 0.1512895, 0.2640738, -0.1028955
51.95064, baby_yoda, Juguetes, 0.02192307, -0.3142161, 1.683872, 0.193388, 0.1758541, 0.3973691, -0.1448519, -0.2941656, 1.689276, 0.254981, 0.1784232, 0.3720651, -0.1443767
51.98525, baby_yoda, Juguetes, 0.01337814, -0.3187633, 1.677438, 0.1896663, 0.2154019, 0.5200917, -0.185884, -0.2941904, 1.682985, 0.2495866, 0.2207, 0.496618, -0.1863382
65.62922, letrero_decoracion, ==LETREROS==, 0.05513, 0.1996956, 1.572091, 0.3350062, 0.1085291, 0.988772, 0.05515953, 0.2625093, 1.586548, 0.3434, 0.1072928, 0.9868035, 0.04598746
82.16718, letrero_moda, ==LETREROS==, 0.05226135, -0.2934587, 1.689701, 0.02582741, 0.03930448, 0.8782818, 0.1232736, -0.2391841, 1.701237, 0.05968237, 0.03952219, 0.8665515, 0.1163315
82.43105, letrero_alimentacion, ==LETREROS==, 0.2226639, -0.2930026, 1.68306, 0.06292057, 0.1154315, 0.9447614, -0.03807466, -0.2344306, 1.695325, 0.08829594, 0.1200767, 0.9357325, -0.04524115
106.6848, LAPTOP, Tecnologia, 0.01480865, -0.002981901, 1.683785, 0.2039993, -0.02836662, -0.7283041, 0.09889254, 0.04059196, 1.691846, 0.1564456, -0.02541601, -0.7454398, 0.1031442
106.8246, LAPTOP, Tecnologia, 0.1241302, -0.06971419, 1.680664, 0.2353477, -0.03590737, -0.7824473, 0.08585058, -0.02063775, 1.689143, 0.1935798, -0.0335373, -0.7981582, 0.09075059
106.8508, buds, Tecnologia, 0.02614594, -0.08327317, 1.679667, 0.2420067, -0.03357277, -0.8362975, 0.09473003, -0.03315628, 1.68823, 0.20151, -0.03178596, -0.849556, 0.09932744
107.4158, Hoodie, Moda, 0.06337738, -0.1399443, 1.641368, 0.3117075, 0.02029897, 0.5209712, -0.0178378, -0.1576581, 1.656273, 0.2509699, 0.03434696, 0.5012069, -0.01595562
107.4226, Maniquines, Moda, 0.04158783, -0.1366742, 1.640279, 0.3025032, 0.0164967, 0.5443932, -0.02162008, -0.1558309, 1.655315, 0.2422378, 0.03062118, 0.5249839, -0.0200742
107.4514, Hoodie, Moda, 0.02883911, -0.130404, 1.64237, 0.2834198, 0.03186385, 0.5436513, -0.02167408, -0.1518817, 1.657738, 0.2240269, 0.04628863, 0.5230094, -0.01900204
107.5471, Maniquines, Moda, 0.08279419, -0.1183937, 1.654473, 0.2452987, -0.00095428, 0.6114384, -0.01369804, -0.1457849, 1.669882, 0.1884021, 0.01196413, 0.5918593, -0.01217711
107.9931, Mochila, Moda, 0.04211426, -0.02067304, 1.652282, 0.1334809, -0.03684229, 0.6323343, 0.008650816, -0.05353761, 1.668221, 0.07971406, -0.0263254, 0.6124597, 0.01002313
108.0912, Hoodie, Moda, 0.04290771, 0.03104901, 1.656326, 0.1043155, 0.03338016, 0.2871625, 0.07656745, 0.01170909, 1.671738, 0.044204, 0.04200082, 0.2624745, 0.08200939
108.6435, kellogs, Alimentacion, 0.02190399, 0.1270413, 1.665064, 0.1833495, 0.0563628, 0.9580229, -0.1655345, 0.1885731, 1.675426, 0.1651423, 0.05395383, 0.9628478, -0.1710737
