Timestamp, Object Name, Section, Collision Duration, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z
0.0842182, Maniquines, Moda, 0.06421819, 4.405516, 1.668146, 9.438054, 0.08512588, 0.985908, -0.02367764, 4.271533, 1.690987, 9.397777, 0.08512588, 0.985908, -0.02367764
2.21486, letrero_decoracion, ==LETREROS==, 0.05559874, 4.380641, 1.701309, 9.469574, 0.08070572, 0.8949193, 0.05832794, 4.294372, 1.714593, 9.581272, 0.08070572, 0.8949193, 0.05832794
3.883784, letrero_decoracion, ==LETREROS==, 0.05638552, 4.620678, 1.686, 9.393771, 0.08911117, 0.9106534, 0.01581265, 4.527248, 1.7072, 9.498255, 0.08911117, 0.9106534, 0.01581265
12.25662, TAKIS, Alimentacion, 0.03344631, 4.522539, 1.683456, 9.444297, 0.03485063, 0.9951642, -0.006286675, 4.383505, 1.693452, 9.470085, 0.03485063, 0.9951642, -0.006286675
26.84452, TAKIS, Alimentacion, 0.2558651, 2.287971, 2.05859, -5.918088, 0.0479028, 0.01827458, 0.02295332, 2.429485, 2.065336, -5.922949, 0.0479028, 0.01827458, 0.02295332
27.13631, TAKIS, Alimentacion, 0.03225899, 2.187995, 2.055546, -5.909943, 0.04308189, 0.03309729, 0.03652836, 2.329064, 2.066285, -5.91886, 0.04308189, 0.03309729, 0.03652836
27.19141, TAKIS, Alimentacion, 0.0437088, 2.177113, 2.058902, -5.91108, 0.03357682, 0.03420358, 0.03720453, 2.318147, 2.069756, -5.920405, 0.03357682, 0.03420358, 0.03720453
27.79156, baby_yoda, Juguetes, 0.0310955, 2.242858, 2.062514, -5.929433, 0.02374182, 0.1145043, 0.01709753, 2.380816, 2.068099, -5.961555, 0.02374182, 0.1145043, 0.01709753
34.82142, octopus_teddy, Juguetes, 0.07531357, 4.998689, 2.036877, 6.569848, 0.1174959, 0.2399314, -0.02947921, 5.123879, 2.03682, 6.503344, 0.1174959, 0.2399314, -0.02947921
34.9831, baby_yoda, Juguetes, 0.06981277, 4.974905, 2.032521, 6.588553, 0.1347904, 0.3384305, -0.04693295, 5.083566, 2.033078, 6.497515, 0.1347904, 0.3384305, -0.04693295
35.60867, baby_yoda, Juguetes, 0.2082558, 4.821459, 2.030303, 6.703626, 0.1410877, 0.4931577, -0.07291459, 4.892758, 2.032347, 6.58112, 0.1410877, 0.4931577, -0.07291459
35.76273, baby_yoda, Juguetes, 0.01424026, 4.798838, 2.034012, 6.717462, 0.1346968, 0.486381, -0.06356142, 4.87238, 2.037071, 6.596311, 0.1346968, 0.486381, -0.06356142
40.04224, baby_yoda, Juguetes, 0.1171188, 4.986922, 2.018957, 6.571055, 0.1884532, 0.1551844, -0.0006240379, 5.121853, 2.027077, 6.528356, 0.1884532, 0.1551844, -0.0006240379
40.97396, balon, Juguetes, 0.1256294, 4.624043, 2.006163, 6.582325, 0.2127568, -0.2343711, 0.1109547, 4.746738, 2.021661, 6.651617, 0.2127568, -0.2343711, 0.1109547
42.20776, octopus_teddy, Juguetes, 0.09221268, 4.962142, 2.017369, 6.560355, 0.1655368, 0.2189609, 0.03058613, 5.090042, 2.03598, 6.502126, 0.1655368, 0.2189609, 0.03058613
42.43044, baby_yoda, Juguetes, 0.222683, 5.011703, 2.024261, 6.548448, 0.1526892, 0.276388, 0.0151609, 5.131738, 2.040304, 6.474762, 0.1526892, 0.276388, 0.0151609
42.56958, baby_yoda, Juguetes, 0.1248894, 5.023946, 2.028311, 6.555897, 0.1445547, 0.2945577, 0.00351829, 5.141101, 2.041326, 6.477153, 0.1445547, 0.2945577, 0.00351829
48.82034, LAPTOP, Tecnologia, 0.02739334, 5.203452, 2.057679, 6.488438, 0.0382227, 0.8996968, -0.05000153, 5.115008, 2.073552, 6.598078, 0.0382227, 0.8996968, -0.05000153
83.68067, buds, Tecnologia, 0.05609894, -4.98739, 2.05173, 2.325331, 0.02843727, 0.9096624, -0.05180622, -5.080998, 2.053025, 2.218884, 0.02843727, 0.9096624, -0.05180622
84.02386, LAPTOP, Tecnologia, 0.1072311, -4.944748, 2.060285, 2.408494, 0.05708345, 0.8712456, -0.007833008, -5.018216, 2.073303, 2.28796, 0.05708345, 0.8712456, -0.007833008
84.06517, LAPTOP, Tecnologia, 0.02351379, -4.936797, 2.059961, 2.419405, 0.05854452, 0.8722534, -0.003089697, -5.010748, 2.074013, 2.299284, 0.05854452, 0.8722534, -0.003089697
85.86151, letrero_moda, ==LETREROS==, 0.05522919, -5.002162, 2.063449, 2.359681, 0.04408954, 0.6915653, 0.1340016, -5.00109, 2.099007, 2.22246, 0.04408954, 0.6915653, 0.1340016
86.48773, letrero_moda, ==LETREROS==, 0.05094147, -5.004158, 2.066157, 2.330491, 0.01400699, 0.7105848, 0.1004167, -5.008414, 2.088801, 2.190618, 0.01400699, 0.7105848, 0.1004167
89.47316, TAKIS, Alimentacion, 0.1727905, -1.203427, 2.042624, 1.168005, 0.07467963, 0.8087483, -0.03653369, -1.247488, 2.053716, 1.033725, 0.07467963, 0.8087483, -0.03653369
89.68983, kellogs, Alimentacion, 0.2089233, -1.196846, 2.035269, 1.162189, 0.0911735, 0.8101575, -0.06306103, -1.242302, 2.045919, 1.02834, 0.0911735, 0.8101575, -0.06306103
97.90658, Hoodie, Moda, 0.2917786, 4.526646, 2.044006, 2.320068, 0.09714866, 0.4489778, -0.03415809, 4.610921, 2.047776, 2.206144, 0.09714866, 0.4489778, -0.03415809
98.15284, Maniquines, Moda, 0.8590012, 4.576877, 2.052672, 2.371055, 0.08420123, 0.6460565, 0.005484562, 4.60029, 2.069275, 2.232233, 0.08420123, 0.6460565, 0.005484562
101.6508, Mochila, Moda, 0.1437454, 6.011703, 2.04574, 2.377782, 0.08851446, 0.9468185, -0.04495875, 5.898725, 2.0656, 2.294492, 0.08851446, 0.9468185, -0.04495875
104.0269, zapatillas, Moda, 0.06465149, 6.014787, 2.028481, 2.154179, 0.0945268, 0.8834758, -0.1282007, 5.930593, 2.036145, 2.04039, 0.0945268, 0.8834758, -0.1282007
104.1653, zapatillas, Moda, 0.1241989, 6.024205, 2.023282, 2.185051, 0.06810182, 0.9308957, -0.1521355, 5.913715, 2.027236, 2.096328, 0.06810182, 0.9308957, -0.1521355
106.0444, zapatillas, Moda, 1.052513, 5.911268, 2.00049, 2.294106, -0.1489798, 0.6131526, -0.2088306, 5.934072, 2.018828, 2.432811, -0.1489798, 0.6131526, -0.2088306
108.7886, letrero_tecnologia, ==LETREROS==, 0.04199982, 5.969343, 2.06396, 2.200786, 0.1070977, 0.7730037, -0.02002937, 5.941576, 2.09098, 2.337147, 0.1070977, 0.7730037, -0.02002937
