Timestamp, TPHotspot, HMD_x, HMD_y, MHD_z, Duration, WasTP
16.4904, TP_Alimentacion, 4.483, 0, 9.55, 0.0678196, False
16.64302, TP_Tecnologia, 4.483, 0, 9.55, 0.1526184, False
16.69887, TP_Alimentacion, 4.483, 0, 9.55, 0.05584908, False
19.38569, TP_Moda, 4.483, 0, 9.55, 0.7098465, False
19.94291, TP_Juguetes, 4.26469, 0.3810055, 5.742971, 1.517853, True
20.23586, TP_Alimentacion_2, 4.26469, 0.3810055, 5.742971, 0.2515411, False
20.62682, TP_Alimentacion_2, 4.26469, 0.3810055, 5.742971, 0.2225285, False
21.96162, TP_Moda, 3.902149, 0.3810043, 1.778816, 2.003185, True
22.0036, TP_Alimentacion_3, 3.902149, 0.3810043, 1.778816, 0.02789879, False
23.66048, TP_Alimentacion_3, 3.902149, 0.3810043, 1.778816, 1.627693, False
24.56511, TP_Alimentacion_3, 3.902149, 0.3810043, 1.778816, 0.4590855, False
25.26163, TP_Alimentacion_3, 3.526059, 0.3810022, -2.212436, 0.3622818, True
25.27602, TP_Alimentacion_2, 3.526059, 0.3810022, -2.212436, 3.300316, False
26.51626, TP_Null, 3.066219, 0.3810041, -6.155502, 1.240236, True
30.46801, TP_Null, 3.066219, 0.3810041, -6.155502, 0.2218399, False
41.42432, TP_Null, 3.276345, 0.3809969, -3.751815, 0.9603462, True
41.74488, TP_Alimentacion_3, 3.276345, 0.3809969, -3.751815, 0.3064766, False
43.05304, TP_Alimentacion_2, 3.822311, 0.3810001, -0.06304425, 0.8748589, True
44.73989, TP_Moda, 4.251731, 0.3809994, 3.338578, 1.670826, True
46.43674, TP_Juguetes, 5.102551, 0.3810021, 6.852978, 1.684895, True
48.06564, TP_Juguetes, 5.102551, 0.3810021, 6.852978, 0.8492737, False
76.05016, TP_MedioNull, -0.1509746, 0.3810026, 5.930677, 1.338516, True
78.51301, TP_Decoracion, -0.1509746, 0.3810026, 5.930677, 2.450409, False
79.36262, TP_Decoracion, -2.263539, 0.3810042, 4.284139, 0.7239304, True
82.50983, TP_Decoracion_2, -4.577607, 0.3809979, 2.810659, 2.741493, True
86.22575, TP_Decoracion_2, -5.711544, 0.3810002, 2.178159, 1.363693, True
108.8367, TP_Tecnologia_2, -5.711544, 0.3810002, 2.178159, 0.3883743, False
112.3171, TP_Tecnologia, -5.711544, 0.3810002, 2.178159, 0.3493271, False
119.9872, TP_Tecnologia, -0.7519964, 0.3809964, 1.101849, 0.8905945, True
120.3217, TP_Alimentacion_2, -0.7519964, 0.3809964, 1.101849, 0.1945419, False
121.4778, TP_Alimentacion, -0.7519964, 0.3809964, 1.101849, 1.156036, False
124.3588, TP_Moda, -0.7519964, 0.3809964, 1.101849, 0.5711136, False
124.6922, TP_Moda, 4.057403, 0.3810035, 1.925499, 0.06881714, True
129.4685, TP_Moda, 4.943734, 0.3809971, 4.078286, 4.761795, True
129.6362, TP_Juguetes, 4.943734, 0.3809971, 4.078286, 0.1520233, False
132.5881, TP_Juguetes, 4.986275, 0.3809946, 4.974677, 0.5582581, False
134.9674, TP_Moda, 4.986275, 0.3809946, 4.974677, 1.836441, False
135.1478, TP_Moda, 4.986275, 0.3809946, 4.974677, 0.09745789, False
137.1539, TP_Moda, 4.986275, 0.3809946, 4.974677, 1.989136, False
137.8074, TP_Moda, 4.986275, 0.3809946, 4.974677, 0.01300049, False
163.1305, TP_MedioNull, 0.8725928, 0.3810056, 4.959934, 1.544662, True
166.0414, TP_Decoracion, -2.806978, 0.3810017, 5.084572, 2.894577, True
168.3386, TP_Decoracion, -5.671097, 0.3810014, 5.218318, 1.405121, True
171.568, TP_Decoracion_3, -5.671097, 0.3810014, 5.218318, 0.2785797, False
184.4598, TP_Decoracion, -4.29938, 0.3810014, 5.230928, 1.364166, True
186.3968, TP_Decoracion_3, -4.29938, 0.3810014, 5.230928, 1.212936, False
187.3989, TP_Decoracion, -4.29938, 0.3810014, 5.230928, 1.00206, False
187.5918, TP_Decoracion_3, -4.29938, 0.3810014, 5.230928, 0.1929169, False
189.4301, TP_Tecnologia, -4.29938, 0.3810014, 5.230928, 0.6540833, False
191.4071, TP_Tecnologia, -1.590979, 0.3809963, 1.175326, 0.7238159, True
191.783, TP_Alimentacion_3, -1.590979, 0.3809963, 1.175326, 0.2645874, False
192.0062, TP_Alimentacion_3, -1.590979, 0.3809963, 1.175326, 0.04216003, False
193.7874, TP_Tecnologia, -1.590979, 0.3809963, 1.175326, 1.501175, False
194.4273, TP_Tecnologia_2, -1.590979, 0.3809963, 1.175326, 0.6113892, False
