Timestamp, Object Name, Section, Collision Duration, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z
5.185693, seta, MostradorUnico, 0.0156908, 0.1667161, 1.666651, 0.05080315, 0.07871833, 0.8594221, -0.3049236, 0.2296498, 1.670349, 0.06663486, 0.07844118, 0.849207, -0.3006866
7.007569, trofeo, MostradorUnico, 0.01451111, 0.2839028, 1.69801, -0.1398816, 0.06756186, 0.9543115, -0.04492454, 0.3441643, 1.707524, -0.1623106, 0.06616284, 0.9611654, -0.05054279
7.148163, seta, MostradorUnico, 0.01522398, 0.235832, 1.682642, -0.1617858, 0.06951334, 0.8964657, -0.03202485, 0.2980036, 1.691559, -0.145047, 0.07076853, 0.8859174, -0.03620005
7.230125, quemador, MostradorUnico, 0.02744293, 0.203146, 1.677091, -0.1637781, 0.101954, 0.7034228, -0.06907009, 0.2582889, 1.685528, -0.1304151, 0.1034027, 0.6872041, -0.07031845
7.940821, quemador, MostradorUnico, 0.02913237, -0.09852481, 1.690458, -0.04485559, -0.008744984, 0.8548099, 0.1834999, -0.04411435, 1.698386, -0.01019064, -0.008698572, 0.8419143, 0.1785621
8.121354, pulpo, MostradorUnico, 0.01360321, -0.09393787, 1.720528, -0.07036102, 0.01710773, 0.9134982, 0.2444647, -0.03223062, 1.727953, -0.05133235, 0.01820196, 0.9053945, 0.2383997
8.691772, pulpo, MostradorUnico, 0.2084923, -0.1534648, 1.715699, -0.003030032, 0.05331986, 0.9434828, 0.2820078, -0.08907151, 1.724554, -0.00269109, 0.05428204, 0.9478841, 0.2806797
9.249106, zapatillas, MostradorUnico, 0.09762192, 0.02232742, 1.717284, -0.1073956, 0.06478881, 0.9959509, 0.03544478, 0.08699179, 1.723746, -0.1086947, 0.06849702, 0.9941643, 0.03166486
9.444687, quemador, MostradorUnico, 0.01529408, 0.04576302, 1.709139, -0.1430627, 0.1920999, 0.6402285, -0.08094214, 0.09474087, 1.720732, -0.101932, 0.1955066, 0.6209617, -0.08187189
13.68948, quemador, MostradorUnico, 0.5287724, 0.0003676414, 1.655748, -0.01497096, 0.143704, 0.8471634, -0.4534019, 0.06259036, 1.66306, 0.00234741, 0.1508023, 0.8362933, -0.4531042
