Timestamp, TPHotspot, HMD_x, HMD_y, MHD_z, Duration, WasTP
7.14287, TP_Moda, 4.483, 0, 9.55, 0.1095829, False
7.560621, TP_Moda, 4.483, 0, 9.55, 0.07001209, False
7.72701, TP_Juguetes, 4.483, 0, 9.55, 0.09726286, False
12.30789, TP_Moda, 4.483, 0, 9.55, 0.3764744, False
13.81653, TP_Moda, 4.589768, 0.3809948, 5.044503, 0.9370813, True
13.9381, TP_Alimentacion_3, 4.589768, 0.3809948, 5.044503, 0.1113691, False
15.02499, TP_Alimentacion_2, 4.589768, 0.3809948, 5.044503, 1.086898, False
15.83045, TP_Alimentacion_2, 4.589768, 0.3809948, 5.044503, 0.08149624, False
16.06678, TP_Moda, 4.589768, 0.3809948, 5.044503, 1.391437, False
16.08122, TP_Alimentacion, 4.589768, 0.3809948, 5.044503, 0.06976509, False
17.20854, TP_Moda, 4.589768, 0.3809948, 5.044503, 0.2782154, False
17.44782, TP_Moda, 4.589768, 0.3809948, 5.044503, 0.1973667, False
18.29584, TP_Moda, 4.486316, 0.3810041, 1.956351, 0.7944698, True
18.74029, TP_Alimentacion_2, 4.486316, 0.3810041, 1.956351, 0.4320145, False
18.87983, TP_Alimentacion_3, 4.486316, 0.3810041, 1.956351, 0.1395435, False
20.18808, TP_Alimentacion_3, 4.486316, 0.3810041, 1.956351, 1.141878, False
20.34133, TP_Alimentacion_2, 3.328938, 0.3810031, -0.9162716, 0.1942921, True
20.85666, TP_Null, 3.328938, 0.3810031, -0.9162716, 0.5007648, False
21.78895, TP_Null, 3.328938, 0.3810031, -0.9162716, 0.3891296, False
23.4603, TP_Null, 3.328938, 0.3810031, -0.9162716, 1.267696, False
23.91976, TP_Null, 2.595299, 0.3810033, -5.794951, 0.1378899, True
26.55123, TP_Null, 2.595299, 0.3810033, -5.794951, 0.1531734, False
32.62009, TP_Null, 2.595299, 0.3810033, -5.794951, 0.08340454, False
33.27489, TP_Alimentacion_3, 2.595299, 0.3810033, -5.794951, 0.6126404, False
33.37162, TP_Alimentacion_2, 2.595299, 0.3810033, -5.794951, 0.09672546, False
33.76189, TP_Alimentacion_3, 2.595299, 0.3810033, -5.794951, 0.3902702, False
34.37611, TP_Alimentacion_2, 2.595299, 0.3810033, -5.794951, 0.6142235, False
34.44587, TP_Alimentacion_3, 3.416688, 0.3809994, -1.210506, 0.06975937, True
35.05671, TP_Moda, 3.416688, 0.3809994, -1.210506, 0.5986977, False
35.15411, TP_Alimentacion_2, 3.416688, 0.3809994, -1.210506, 0.01373672, False
37.84125, TP_Moda, 3.416688, 0.3809994, -1.210506, 0.06962967, False
41.07092, TP_Moda, 4.641932, 0.3810001, 3.245187, 1.348145, True
41.74007, TP_Juguetes, 4.641932, 0.3810001, 3.245187, 0.6550331, False
43.95312, TP_Juguetes, 5.081338, 0.3810034, 6.567066, 1.002495, True
44.62176, TP_Juguetes, 5.081338, 0.3810034, 6.567066, 0.09731674, False
45.9165, TP_Juguetes, 5.295004, 0.3809999, 7.516226, 1.002056, True
65.46278, TP_MedioNull, 5.295004, 0.3809999, 7.516226, 0.3902054, False
66.38271, TP_MedioNull, 1.480577, 0.3810039, 5.650045, 0.6139221, True
68.03808, TP_Decoracion, 1.480577, 0.3810039, 5.650045, 0.01406097, False
68.43021, TP_Decoracion_3, 1.480577, 0.3810039, 5.650045, 0.2239914, False
69.55565, TP_Decoracion, 1.480577, 0.3810039, 5.650045, 1.125435, False
71.24081, TP_Decoracion_3, -2.495414, 0.3810004, 3.957245, 0.6412659, True
71.96479, TP_Decoracion_2, -2.495414, 0.3810004, 3.957245, 0.167244, False
74.28893, TP_Decoracion_2, -4.320068, 0.3810003, 2.162045, 2.046173, True
74.30302, TP_Decoracion_3, -4.320068, 0.3810003, 2.162045, 2.338226, False
77.0043, TP_Decoracion_2, -4.96544, 0.3810025, 1.437599, 2.701286, True
78.59116, TP_Decoracion_2, -4.96544, 0.3810025, 1.437599, 0.1096039, False
79.74684, TP_Decoracion_2, -4.96544, 0.3810025, 1.437599, 0.1806641, False
94.62963, TP_Tecnologia, -4.96544, 0.3810025, 1.437599, 0.2504807, False
94.69939, TP_Alimentacion, -4.96544, 0.3810025, 1.437599, 0.06975555, False
100.004, TP_Moda, -4.96544, 0.3810025, 1.437599, 0.9029694, False
101.563, TP_Moda, -4.96544, 0.3810025, 1.437599, 0.1810074, False
101.9523, TP_Moda, 4.137616, 0.3810046, 1.880291, 0.2770538, True
103.1783, TP_Moda, 4.137616, 0.3810046, 1.880291, 0.3067551, False
105.7977, TP_Moda, 5.113257, 0.3809986, 3.796809, 1.909698, True
107.4382, TP_Moda, 5.325866, 0.3809951, 4.942642, 0.7367401, True
