Timestamp, Object, Interactable, Position_x, Position_y, Position_y, Rotation_x, Rotation_x, Rotation_x, Scale_x, Scale_y, Scale_z
9.883637, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.411505, -0.26, 0.02885802, 7.525536E-09, -0.9557666, 1.561403E-08, 0.495389, 0.495389, 0.495389
9.893707, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.41131, -0.2617207, 0.02516008, 0.02776816, -0.9533067, 0.01630615, 0.495389, 0.495389, 0.495389
9.908217, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.411268, -0.2635748, 0.02125438, 0.05144759, -0.9503521, 0.03031006, 0.495389, 0.495389, 0.495389
9.921892, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.411338, -0.2654986, 0.01720838, 0.07244069, -0.9470666, 0.04279879, 0.495389, 0.495389, 0.495389
9.935688, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.411179, -0.2636185, 0.01825309, 0.07670109, -0.9462375, 0.05391838, 0.495389, 0.495389, 0.495389
9.948723, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.411207, -0.2624367, 0.0187153, 0.08218142, -0.944995, 0.06633597, 0.495389, 0.495389, 0.495389
9.962927, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.415066, -0.2567313, 0.02709652, 0.113489, -0.9481434, 0.07441276, 0.495389, 0.495389, 0.495389
9.976783, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.418726, -0.2511166, 0.0344622, 0.1450259, -0.9496068, 0.08275129, 0.495389, 0.495389, 0.495389
9.989987, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.421948, -0.2449897, 0.04154317, 0.1786183, -0.9509436, 0.0925037, 0.495389, 0.495389, 0.495389
10.00449, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.424762, -0.2387736, 0.0483104, 0.211589, -0.9501289, 0.1021532, 0.495389, 0.495389, 0.495389
10.01821, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.427349, -0.2320809, 0.05515072, 0.2460434, -0.9470059, 0.112292, 0.495389, 0.495389, 0.495389
10.03159, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.429387, -0.2250677, 0.06207193, 0.2807288, -0.9414659, 0.1225303, 0.495389, 0.495389, 0.495389
10.04634, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.431454, -0.2230259, 0.06702431, 0.3008967, -0.9360667, 0.1420398, 0.495389, 0.495389, 0.495389
10.05977, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.432959, -0.2207621, 0.07192568, 0.3203254, -0.9294123, 0.1603308, 0.495389, 0.495389, 0.495389
10.07328, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.433352, -0.2191347, 0.07664387, 0.3322075, -0.9241871, 0.1746988, 0.495389, 0.495389, 0.495389
10.08797, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.433693, -0.2171138, 0.08175611, 0.3455848, -0.9174929, 0.190325, 0.495389, 0.495389, 0.495389
10.10202, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.43394, -0.2146451, 0.08728166, 0.3604819, -0.9090084, 0.2072797, 0.495389, 0.495389, 0.495389
10.11571, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.434014, -0.2116865, 0.09321319, 0.3768069, -0.8984172, 0.2255019, 0.495389, 0.495389, 0.495389
10.12933, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.433109, -0.2088461, 0.09999758, 0.3829738, -0.8937842, 0.2330155, 0.495389, 0.495389, 0.495389
10.14317, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.431886, -0.2059707, 0.1067011, 0.3893178, -0.8886991, 0.2403339, 0.495389, 0.495389, 0.495389
10.15695, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.430598, -0.2021874, 0.113494, 0.403046, -0.8790243, 0.249835, 0.495389, 0.495389, 0.495389
10.17061, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.429076, -0.1982934, 0.1203258, 0.4168606, -0.8683352, 0.2595308, 0.495389, 0.495389, 0.495389
10.18456, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.427303, -0.1942635, 0.1272063, 0.4308339, -0.8564866, 0.2694599, 0.495389, 0.495389, 0.495389
10.19864, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.425547, -0.1917658, 0.1340189, 0.4408792, -0.8490081, 0.2712369, 0.495389, 0.495389, 0.495389
10.21213, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.423669, -0.1893048, 0.1407652, 0.4508649, -0.8408877, 0.2736015, 0.495389, 0.495389, 0.495389
10.22632, seta, seta (Oculus.Interaction.HandGrab.HandGrabInteractable), 2.421647, -0.186857, 0.1474806, 0.4608207, -0.8321207, 0.2764054, 0.495389, 0.495389, 0.495389
